,Symbol,Volume,Current_Price,Engullfin,Trustinline,TweezerBottom,Bullish_Refine_Swing,Berish_Refine_Swing,200SMATrend,50SMATrend,20SMATrend,RsiOutperformNifty,RsiComparatorTreand,ConsolNarrowRange,BreakoutNarrowRange,BreakoutWideRange,LifeTimeHighZone,VPConvergence,VPDivergence,SellingClimax,PickVolumeBreakout,ObvBreakout,ObvBreakDown,DepressObvBreakout,Keltner_Channel,Chande_MO
629,SRF,741035.0,2302.0,,,,,,Yes,No,No,,DownTrend,Yes,,,Yes,,Yes,,,,,,,
630,SSWL,341355.0,163.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,Yes,,,,21,,,,
631,STAR,483668.0,366.0,,,,,,No,No,Yes,No,DownTrend,Yes,,,,,Yes,,,,,,,
632,STARCEMENT,127118.0,113.0,,,,,,No,No,No,Yes,DownTrend,Yes,,,Yes,,,,,,,,,
633,STARHEALTH,141493.0,583.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 619,,,,,
634,STEELXIND,3400927.0,14.0,,,,,,No,No,No,Yes,DownTrend,Yes,,,,,,,,,,,,CMO less than -25 Sell Signal 
635,STLTECH,559899.0,175.0,,,,,,No,No,No,Yes,UpTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 186,,,,,
636,STOVEKRAFT,594370.0,555.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,Yes,,,,,,,,
637,SUBEXLTD,5063279.0,33.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
638,SUDARSCHEM,38212.0,386.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 396,,,,,
639,SUMICHEM,136861.0,488.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
640,SUNDARMFIN,22597.0,2301.0,,,,,,No,Yes,Yes,No,DownTrend,,,,,,,,,,,Yes,False,CMO less than -25 Sell Signal 
641,SUNDRMFAST,28496.0,960.0,,,,,,No,Yes,Yes,No,DownTrend,Yes,,,,,Yes,,,,,,False,
642,SUNPHARMA,1809691.0,1009.0,,,,,,No,Yes,No,No,DownTrend,,,,,,Yes,,,,,,,CMO greater than 25 Buy Signal 
643,SUNTECK,502347.0,343.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,Yes,,,,,,,
644,SUNTV,1094764.0,486.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,CMO less than -25 Sell Signal 
645,SUPRAJIT,175077.0,329.0,,,,,,No,No,No,,DownTrend,,,,,,,,,,,,,
646,SUPREMEIND,55355.0,2384.0,,,,,,No,Yes,Yes,No,DownTrend,Yes,,,,,,,,,Yes,,False,CMO less than -25 Sell Signal 
647,SUPRIYA,93204.0,239.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
648,SURYAROSNI,177349.0,514.0,,,,,,No,No,Yes,No,DownTrend,Yes,,,,,Yes,,,,,,,
649,SURYODAY,520870.0,121.0,,,,,,No,No,No,Yes,UpTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 123,,,,,
650,SUVENPHAR,1420089.0,493.0,,,,,,No,No,No,Yes,DownTrend,,,,,Yes,,,,,,Yes,,
651,SUZLON,125972890.0,10.0,,,,,,No,No,No,No,DownTrend,Yes,,,,,,,,,,,,
652,SWANENERGY,4251670.0,329.0,,,,,,No,No,Yes,No,UpTrend,,Yes,2510,,Yes,,,Today wait for breakout of resistance => 329.6499938964844,63,,,,CMO greater than 25 Buy Signal 
653,SWSOLAR,137986.0,270.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
654,SYMPHONY,13502.0,933.0,,,,,,No,No,Yes,No,DownTrend,,Yes,21,,,Yes,,,,,,,
655,SYNGENE,518994.0,590.0,,,,,,No,No,No,,DownTrend,,Yes,,,Yes,,,,,,,,CMO greater than 25 Buy Signal 
656,SYRMA,165924.0,277.0,,,,,,,No,No,,DownTrend,Yes,,,,,,,Before wait for breakout of resistance => 305,,,,,
657,TANLA,97624.0,717.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,Before wait for breakout of resistance => 818,,,,,
658,TARSONS,78159.0,685.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
659,TASTYBITE,217.0,10532.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,CMO less than -25 Sell Signal 
660,TATACHEM,497882.0,941.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,,,,,,,,CMO less than -25 Sell Signal 
661,TATACOFFEE,582590.0,220.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,Yes,,,63,,,,CMO less than -25 Sell Signal 
662,TATACOMM,1068886.0,1336.0,,,,,,No,Yes,No,No,DownTrend,,,,Yes,Yes,,,,,,,,
663,TATACONSUM,785340.0,767.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,Yes,,CMO less than -25 Sell Signal 
664,TATAELXSI,206172.0,6416.0,,,,,,Yes,No,No,,DownTrend,Yes,,,Yes,,Yes,,,,,,,
665,TATAINVEST,17821.0,2105.0,,,,,,Yes,Yes,No,,DownTrend,Yes,,,,,,,,,,,,
666,TATAMETALI,194042.0,834.0,,,,,,No,No,No,No,DownTrend,Yes,,,,Yes,,,,,,,,CMO > 25 and < 30 Strong Buy Signal => 25.524972152530367
667,TATAMOTORS,9424652.0,393.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,CMO less than -25 Sell Signal 
668,TATAMTRDVR,866497.0,212.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
669,TATAPOWER,7232192.0,211.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
670,TATASTEEL,74375885.0,118.0,,,,,,No,No,No,Yes,DownTrend,Yes,,,,Yes,,,,,,,,CMO > 25 and < 30 Strong Buy Signal => 26.041663907192664
671,TATASTLLP,99324.0,705.0,,,,,,No,No,No,No,UpTrend,Yes,,,,Yes,,,,,,,,CMO > 25 and < 30 Strong Buy Signal => 25.057203004410383
672,TATVA,27570.0,2143.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,Yes,,,
673,TCI,26274.0,619.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
674,TCIEXP,12272.0,1796.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,CMO less than -25 Sell Signal 
675,TCNSBRANDS,11950.0,536.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,,,Before wait for breakout of resistance => 596,,,,,CMO less than -25 Sell Signal 
676,TCS,1244685.0,3311.0,,,,,,No,Yes,No,,DownTrend,,,,Yes,,Yes,,,,,,,CMO greater than 25 Buy Signal 
677,TEAMLEASE,72268.0,2527.0,,,,,,No,No,Yes,,DownTrend,,,,Yes,Yes,,,,21,,,,
678,TECHM,1439523.0,1023.0,,,,,,No,No,No,,DownTrend,,,,,,Yes,,,,,Yes,,
679,TECHNOE,135829.0,343.0,,,,,,No,No,Yes,No,DownTrend,,Yes,1008,,,Yes,,,,,,,
680,TEGA,19967.0,581.0,,,,,,No,No,Yes,No,DownTrend,,,,,,,,,,,,,
681,TEJASNET,327160.0,601.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
682,THERMAX,13515.0,1955.0,,,,,,Yes,No,No,,DownTrend,Yes,,,,,,,,,,,,
683,THOMASCOOK,486612.0,74.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,,,Before wait for breakout of resistance => 83,,,,,
684,THYROCARE,136415.0,614.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,Yes,,
685,TIDEWATER,23714.0,1000.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,,,Before wait for breakout of resistance => 1107,,,,,CMO less than -25 Sell Signal 
686,TIIL,2502.0,900.0,,,,,,No,No,Yes,No,DownTrend,,,,,,,,,,,,,
687,TIINDIA,146540.0,2785.0,,,,,,Yes,Yes,Yes,No,DownTrend,Yes,,,,,,,,,,,False,CMO less than -25 Sell Signal 
688,TIMETECHNO,2279992.0,95.0,,,,,,No,No,No,,DownTrend,,Yes,21,Yes,Yes,,,,63,,,,
689,TIMKEN,41139.0,3158.0,,,,,,Yes,Yes,No,,DownTrend,Yes,,,,,,,Before wait for breakout of resistance => 3506,,,,,CMO less than -25 Sell Signal 
690,TINPLATE,370276.0,349.0,,,,,,No,No,No,Yes,UpTrend,Yes,,,,Yes,,,,,,,,CMO > 25 and < 30 Strong Buy Signal => 27.85331069511459
691,TIRUMALCHM,1133080.0,210.0,,,,,,No,No,No,,DownTrend,,Yes,,,Yes,,,Before wait for breakout of resistance => 215,63,,Yes,,
692,TITAN,852171.0,2613.0,,,,,,Yes,No,No,,DownTrend,,Yes,,,,Yes,,,,,,,CMO greater than 25 Buy Signal 
693,TMB,82219.0,483.0,,,,,,,No,No,,DownTrend,Yes,,,,,,,Before wait for breakout of resistance => 528,,,,,CMO less than -25 Sell Signal 
694,TORNTPHARM,449416.0,1544.0,,,,,,No,Yes,No,,DownTrend,,,,,,Yes,,,,Yes,,,CMO less than -25 Sell Signal 
695,TORNTPOWER,266399.0,499.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
696,TRENT,233728.0,1347.0,,,,,,Yes,No,No,,DownTrend,Yes,,,,,,,,,,,,CMO less than -25 Sell Signal 
697,TRIDENT,3503443.0,34.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
698,TRITURBINE,1218086.0,244.0,,,,,,No,Yes,No,,DownTrend,Yes,,,,,Yes,,,,Yes,,,CMO less than -25 Sell Signal 
699,TRIVENI,338991.0,283.0,,,,,,No,No,No,Yes,DownTrend,Yes,,,,,,,,,,Yes,,
700,TTKPRESTIG,26063.0,802.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,Before wait for breakout of resistance => 817,,,Yes,,
701,TTML,1173787.0,91.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
702,TV18BRDCST,3340255.0,37.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
703,TVSMOTOR,2199185.0,1041.0,,,,,,Yes,No,No,No,DownTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 1048,,,,,
704,TVTODAY,25053.0,247.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
705,UBL,225592.0,1669.0,,,,,,No,No,Yes,,DownTrend,Yes,,,,,Yes,,,,,,,CMO less than -25 Sell Signal 
706,UCOBANK,70786050.0,32.0,,,,,,No,No,No,No,DownTrend,Yes,,,,,,,,,,,,
707,UFLEX,49841.0,559.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
708,UJJIVANSFB,11656713.0,30.0,,,,,,No,No,No,No,UpTrend,Yes,,,Yes,,Yes,,,,,,,
709,ULTRACEMCO,188262.0,6993.0,,,,,,No,Yes,Yes,No,DownTrend,,,,,,,,,,,,False,
710,UNIONBANK,20938395.0,82.0,,,,,,No,No,No,No,DownTrend,Yes,,,Yes,,,,,,,,,
711,UNOMINDA,307306.0,526.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,,,,,,,,CMO less than -25 Sell Signal 
712,UPL,1276849.0,719.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,Yes,,,CMO less than -25 Sell Signal 
713,USHAMART,3319139.0,190.0,,,,,,No,No,No,Yes,DownTrend,,Yes,2510,,Yes,,,,63,,,,CMO greater than 25 Buy Signal 
714,UTIAMC,409959.0,846.0,,,,,,No,No,Yes,No,DownTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 859,,,,,
715,VAIBHAVGBL,289255.0,305.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,Yes,,,CMO less than -25 Sell Signal 
716,VAKRANGEE,1858049.0,28.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,Yes,,,,,,,
717,VALIANTORG,21450.0,589.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,CMO less than -25 Sell Signal 
718,VARROC,115374.0,299.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
719,VBL,782019.0,1306.0,,,,,,Yes,Yes,Yes,No,DownTrend,Yes,,,,,,,,,,,False,CMO less than -25 Sell Signal 
720,VEDL,10676367.0,319.0,,,,,,No,No,No,No,DownTrend,,Yes,126,,Yes,,,,63,,,,
721,VENKEYS,64915.0,1931.0,,,,,,No,No,Yes,,DownTrend,Yes,,,,Yes,,,Before wait for breakout of resistance => 2044,63,,Yes,,
722,VESUVIUS,17132.0,1607.0,,,,,,No,Yes,No,No,DownTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 1701,,,,,CMO less than -25 Sell Signal 
723,VGUARD,143666.0,261.0,,,,,,No,No,No,No,DownTrend,,,,,,,,,,,,,CMO less than -25 Sell Signal 
724,VIDHIING,29875.0,376.0,,,,,,No,No,No,,UpTrend,,Yes,21,Yes,,Yes,,,,,,,CMO greater than 25 Buy Signal 
725,VIJAYA,283127.0,414.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
726,VINATIORGA,26638.0,2001.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,Yes,,,,,,,
727,VIPIND,187629.0,680.0,,,,,,No,Yes,No,No,DownTrend,Yes,,,,,Yes,,,,,,,CMO less than -25 Sell Signal 
728,VMART,95683.0,2987.0,,,,,,No,No,Yes,,DownTrend,,Yes,,,Yes,,,,,,Yes,,
729,VOLTAMP,9056.0,2697.0,,,,,,Yes,Yes,No,,DownTrend,Yes,,,,,Yes,,,,,,,CMO greater than 25 Buy Signal 
730,VOLTAS,542997.0,808.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,,,,,,,,
731,VRLLOG,59358.0,546.0,,,,,,Yes,No,No,,DownTrend,Yes,,,,,,,,,,,,
732,VSTIND,2385.0,3284.0,,,,,,No,Yes,No,,DownTrend,Yes,,,,,,,Before wait for breakout of resistance => 3487,,,,,CMO less than -25 Sell Signal 
733,VSTTILLERS,6960.0,2291.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
734,VTL,411288.0,323.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,Yes,,,
735,WABAG,676966.0,336.0,,,,,,No,Yes,Yes,No,DownTrend,Yes,,,Yes,,,,Before wait for breakout of resistance => 368,,,,False,
736,WELCORP,425148.0,233.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
737,WELENT,1268435.0,169.0,,,,,,No,No,No,No,DownTrend,Yes,,,,Yes,,,,,,,,CMO > 25 and < 30 Strong Buy Signal => 28.01678243390764
738,WELSPUNIND,412078.0,76.0,,,,,,No,No,No,,DownTrend,Yes,,,,,,,,,,,,
739,WESTLIFE,84447.0,763.0,,,,,,No,Yes,No,No,DownTrend,Yes,,,,,,,,,,,,
740,WHIRLPOOL,133936.0,1515.0,,,,,,No,No,No,,DownTrend,,Yes,,,Yes,,,,,,,,
741,WIPRO,2996435.0,397.0,,,,,,No,No,No,,DownTrend,,,,Yes,,Yes,,,,,,,CMO > 25 and < 30 Strong Buy Signal => 25.471631117193304
742,WOCKPHARMA,2079993.0,229.0,,,,,,No,No,No,,DownTrend,Yes,,,,Yes,,,Before wait for breakout of resistance => 236,,,,,
743,WSTCSTPAPR,96668.0,537.0,,,,,,Yes,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,
744,YESBANK,339684334.0,22.0,,,,,,No,No,No,No,DownTrend,Yes,,,Yes,,Yes,,,63,,,,
745,ZEEL,5315656.0,240.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,,,,CMO less than -25 Sell Signal 
746,ZENSARTECH,533067.0,215.0,,,,,,No,No,No,,DownTrend,Yes,,,Yes,,,,,,,,,
747,ZFCVINDIA,3647.0,8958.0,,,,,,Yes,No,No,,DownTrend,,,,,,,,,,,Yes,,
748,ZOMATO,49691262.0,58.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,Before wait for breakout of resistance => 65,,,,,
749,ZYDUSLIFE,625497.0,424.0,,,,,,No,No,No,No,DownTrend,,Yes,21,Yes,,Yes,,,21,,,,CMO greater than 25 Buy Signal 
750,ZYDUSWELL,52219.0,1514.0,,,,,,No,No,No,,DownTrend,Yes,,,,,Yes,,,,Yes,,,CMO less than -25 Sell Signal 
